2018-05-14-16-17-45,model_1,48262,1371,leakyrelu,True,29,2.323711e-04,8.164667e-03,6.447180e-03,0.846443,3.000000e+00,0,0.19075,0.73385,
2018-05-14-16-25-37,model_1,29004,1371,tanh,False,64,1.267755e-02,4.458245e-03,1.302656e-03,0.905642,8.000000e+00,0,0.20952,0.73323,
2018-05-14-16-50-46,model_1,54423,1371,prelu,False,27,9.632152e-05,1.111534e-02,1.367717e-03,0.720393,3.000000e+00,0,0.17472,0.74519,
2018-05-14-16-58-17,model_1,59788,1371,tanh,True,98,1.270169e-04,2.460973e-04,6.346133e-03,0.816704,6.000000e+00,0,0.18516,0.73479,
2018-05-14-17-25-21,model_1,42469,1371,prelu,False,54,1.508856e-02,2.508170e-03,4.100116e-03,0.867290,3.100000e+01,0,0.17475,0.74542,
2018-05-14-18-39-40,model_1,28853,1371,relu,True,7,7.261774e-03,3.608149e-05,4.885991e-02,0.731522,1.000000e+00,11,11.46393,0.50008,
2018-05-14-18-43-15,model_1,51057,1371,relu,False,49,2.707520e-04,5.870756e-04,2.258940e-02,0.922183,1.000000e+00,1,1.35276,0.50000,
2018-05-14-18-50-11,model_1,27993,1371,leakyrelu,True,58,6.772355e-03,6.020891e-04,9.344252e-04,0.927206,1.700000e+01,0,0.18031,0.74147,
2018-05-14-19-36-22,model_1,29655,1371,elu,True,79,6.486439e-04,1.042189e-03,6.594843e-03,0.934055,1.100000e+01,0,0.23146,0.73074,
2018-05-14-20-13-44,model_1,4562,1371,leakyrelu,True,55,1.612576e-04,4.403417e-04,1.864271e-03,0.700291,4.000000e+00,0,0.17603,0.74253,
2018-05-14-20-28-18,model_1,68,1371,leakyrelu,True,40,1.277927e-03,2.713899e-02,1.566487e-03,0.743962,6.000000e+00,0,0.17600,0.74338,
2018-05-14-20-43-33,model_1,56826,1371,elu,False,7,4.127490e-04,2.143280e-04,1.825559e-02,0.754706,1.600000e+01,0,0.17409,0.74478,
2018-05-14-21-00-27,model_1,51032,1371,prelu,True,90,4.643818e-05,9.431913e-05,4.954616e-03,0.850497,5.000000e+00,0,0.18583,0.73498,
2018-05-14-21-23-29,model_1,49075,1371,elu,False,22,2.170048e-03,3.727250e-04,1.791956e-03,0.918186,9.000000e+00,0,0.18131,0.73880,
2018-05-14-21-37-39,model_1,34365,1371,prelu,True,5,1.431176e-04,1.509645e-04,2.677069e-02,0.824525,9.000000e+00,0,0.17826,0.73687,
2018-05-14-21-48-47,model_1,40215,1371,leakyrelu,True,97,8.799993e-04,1.110294e-03,6.236671e-03,0.894432,2.000000e+00,0,1.00014,0.51846,
2018-05-14-22-02-56,model_1,45683,1371,relu,True,88,2.122602e-03,2.788817e-03,6.175606e-03,0.809072,1.500000e+01,0,0.18219,0.74186,
2018-05-14-22-56-10,model_1,30478,1371,leakyrelu,True,23,5.856722e-05,1.449701e-02,2.292525e-03,0.896010,4.000000e+00,0,0.17746,0.74128,
2018-05-14-23-04-49,model_1,15717,1371,tanh,False,24,7.291915e-03,3.391206e-04,2.970903e-02,0.713370,5.000000e+00,1,1.68523,0.50091,
2018-05-14-23-14-32,model_1,7390,1371,relu,False,37,7.651442e-05,4.470437e-05,1.167791e-03,0.827053,3.000000e+00,0,0.17548,0.74360,
2018-05-14-23-23-35,model_1,49272,1371,leakyrelu,True,38,2.582052e-03,1.243307e-02,3.521287e-03,0.765342,1.400000e+01,0,0.17576,0.74451,
2018-05-15-12-00-41,model_1,65350,1371,elu,False,77,1.835717e-04,1.267883e-04,3.404947e-02,0.745136,1.000000e+00,2.20883,2.17387,0.50000,
2018-05-15-12-08-48,model_1,41201,1371,relu,False,114,3.937188e-04,1.964593e-02,4.779607e-02,0.730883,1.000000e+00,9.84146,9.71593,0.50000,
2018-05-15-12-19-20,model_1,14895,1371,elu,False,25,1.810359e-04,1.512013e-02,5.360601e-03,0.753275,5.000000e+00,0.17649,0.17683,0.74198,
2018-05-15-12-27-56,model_1,12186,1371,prelu,True,67,1.163247e-03,2.268476e-03,1.921284e-02,0.857728,1.000000e+00,3.58609,3.28822,0.50000,
2018-05-15-12-35-43,model_1,63107,1371,prelu,True,21,1.611477e-02,7.588704e-05,3.979825e-03,0.740019,2.100000e+01,0.17251,0.17393,0.74450,
2018-05-15-13-03-07,model_1,22876,1371,relu,True,12,3.199830e-03,4.111294e-05,4.056032e-02,0.794128,2.000000e+00,4.25735,4.27947,0.50000,
2018-05-15-13-07-17,model_1,16406,1371,elu,False,76,7.286690e-05,1.005182e-04,4.242369e-03,0.880737,1.000000e+00,3.33161,15.17947,0.50000,
2018-05-15-13-15-20,model_1,35034,1371,prelu,True,59,3.812363e-04,1.235669e-04,4.307618e-03,0.728070,8.000000e+00,0.17230,0.17610,0.74399,
2018-05-15-13-45-59,model_1,44970,1371,leakyrelu,False,114,1.646385e-03,7.974094e-03,7.023404e-03,0.725256,1.000000e+00,4.53059,1.57736,0.50000,
2018-05-15-13-56-35,model_1,46009,1371,elu,False,96,8.664577e-03,5.668274e-04,6.000496e-02,0.806738,1.000000e+00,269.11477,264.61308,0.50000,
2018-05-15-14-05-49,model_1,4281,1371,leakyrelu,False,43,3.827528e-04,9.752903e-05,1.352924e-02,0.800594,1.000000e+00,2.56084,1.03084,0.50000,
2018-05-15-14-11-27,model_1,37097,1371,prelu,True,58,1.827308e-04,7.978775e-04,4.059272e-03,0.846398,6.000000e+00,0.17808,0.17967,0.74050,
2018-05-15-14-30-17,model_1,14224,1371,leakyrelu,False,8,6.311530e-05,1.651478e-03,8.904265e-04,0.656565,4.000000e+00,0.17659,0.17712,0.73849,
2018-05-15-14-35-41,model_1,58412,1371,elu,True,57,2.717451e-03,2.283745e-03,3.495415e-03,0.871561,1.500000e+01,0.17790,0.18164,0.73952,
2018-05-15-15-14-47,model_1,53430,1371,elu,True,18,2.253885e-04,2.669355e-02,1.776256e-02,0.920229,2.000000e+00,0.33390,0.27865,0.70608,
2018-05-15-15-19-28,model_1,12126,1371,leakyrelu,True,70,1.119797e-03,4.394873e-03,1.365185e-03,0.707938,6.000000e+00,0.17350,0.17617,0.74311,
2018-05-15-15-40-32,model_1,61665,1371,leakyrelu,False,17,1.266437e-02,2.170314e-03,6.294204e-03,0.778882,2.000000e+01,0.17257,0.17417,0.74516,
2018-05-15-16-03-30,model_1,282,1371,tanh,True,89,1.588377e-04,1.944307e-03,3.603636e-03,0.934245,5.000000e+00,0.18756,0.18880,0.73309,
2018-05-15-16-25-14,model_1,34137,1371,elu,False,25,1.075825e-02,2.525007e-02,1.003703e-03,0.684833,1.100000e+01,0.17334,0.17489,0.74470,
2018-05-15-16-41-34,model_1,47793,1371,leakyrelu,True,83,2.268897e-04,4.065103e-03,1.494451e-02,0.745413,5.000000e+00,0.80915,0.80441,0.50128,
2018-05-15-17-01-18,model_1,1355,1371,tanh,False,120,6.305545e-04,3.671227e-04,1.696436e-03,0.868353,8.000000e+00,0.17753,0.17965,0.73747,
2018-05-15-17-37-00,model_1,17576,1371,tanh,False,97,1.398184e-02,2.156171e-03,6.508275e-02,0.850268,1.000000e+00,517.25957,506.93057,0.50000,
2018-05-15-17-46-49,model_1,42031,1371,leakyrelu,True,103,3.915710e-04,1.415201e-02,1.774008e-02,0.894913,1.000000e+00,3.42596,1.86201,0.50000,
2018-05-15-17-57-04,model_1,21310,1371,elu,True,54,3.506387e-03,1.513262e-02,5.080414e-02,0.651494,1.000000e+00,44.92990,43.80931,0.50000,
2018-05-15-18-04-07,model_1,36807,1371,elu,True,115,5.325204e-03,1.525662e-03,4.760426e-02,0.913107,1.000000e+00,125.27780,122.98111,0.50000,
2018-05-15-18-15-07,model_1,26086,1371,prelu,False,106,1.354498e-03,1.439165e-03,1.721519e-02,0.931127,1.000000e+00,4.54772,4.49330,0.50000,
2018-05-15-18-25-35,model_1,58673,1371,relu,True,21,4.040280e-04,7.217702e-05,1.745089e-02,0.815126,1.000000e+00,1.08791,0.99328,0.50002,
2018-05-15-18-29-39,model_1,39013,1371,leakyrelu,False,73,1.007073e-02,2.049539e-04,1.299457e-03,0.873343,1.500000e+01,0.17644,0.17984,0.74069,
2018-05-15-19-14-43,model_1,24892,1371,tanh,False,54,6.081522e-05,2.087802e-02,9.190215e-03,0.780686,8.000000e+00,0.17725,0.17751,0.73864,
2018-05-15-19-37-02,model_1,31409,1371,prelu,False,91,8.114868e-03,5.090396e-04,3.452065e-02,0.807195,1.000000e+00,79.57522,78.27202,0.50000,
2018-05-15-19-46-39,model_1,30615,1371,relu,False,56,2.978840e-04,3.964983e-03,2.563596e-03,0.751553,5.000000e+00,0.17563,0.17666,0.74206,
2018-05-15-20-02-39,model_1,39051,1371,relu,True,4,3.168863e-05,2.504285e-04,1.334483e-03,0.790982,6.000000e+00,0.17700,0.17744,0.73365,
2018-05-15-20-09-57,model_1,34676,1371,elu,False,90,8.855294e-04,3.390425e-04,5.654802e-03,0.932720,2.000000e+00,0.95917,0.96261,0.49983,
2018-05-15-20-22-39,model_1,37048,1371,relu,True,39,5.380719e-04,4.180261e-03,1.858041e-03,0.803913,7.000000e+00,0.17387,0.17548,0.74515,
2018-05-15-20-38-33,model_1,43627,1371,leakyrelu,True,40,2.147999e-04,5.209913e-04,8.243448e-04,0.906185,4.000000e+00,0.17465,0.17576,0.74275,
2018-05-15-20-49-38,model_1,2914,1371,leakyrelu,False,5,5.958513e-03,2.156865e-04,4.469142e-02,0.734764,1.000000e+00,6.19560,6.01574,0.50000,
2018-05-15-20-52-34,model_1,29418,1371,leakyrelu,False,94,2.513565e-03,1.005619e-04,1.152248e-02,0.804399,1.000000e+00,3.56063,3.52098,0.50070,
2018-05-16-20-37-20,model_1,3365,1371,leakyrelu,False,43,2.033877e-02,4.577945e-04,7.249805e-02,0.887912,1.000000e+00,412.69613,405.81569,0.50000,
2018-05-16-20-42-56,model_1,17245,1371,relu,False,83,4.062553e-03,5.632933e-05,8.166152e-04,0.896007,1.000000e+01,0.17713,0.17908,0.74188,
2018-05-16-21-15-32,model_1,41510,1371,relu,True,13,1.378008e-02,1.139922e-02,7.424301e-02,0.650438,1.000000e+00,89.36384,87.77777,0.50000,
